,Team,Season Year,Player 01,Player 02,Player 03,Player 04,Player 05,Player 06,Player 07,Player 08,Player 09,Player 10,Player 11,Player 12,Player 13,Player 14,Player 15
2603,LAL,2023,LeBron James,D'Angelo Russell,Anthony Davis,Austin Reaves,Dennis Schröder,Rui Hachimura,Lonnie Walker IV,Jarred Vanderbilt,Malik Beasley,Troy Brown Jr.,Shaquille Harrison,Tristan Thompson,Max Christie,,
2604,NYK,2023,Jalen Brunson,Julius Randle,RJ Barrett,Quentin Grimes,Mitchell Robinson,Josh Hart,Isaiah Hartenstein,Obi Toppin,Miles McBride,,,,,,
2605,MIA,2023,Jimmy Butler,Bam Adebayo,Max Strus,Gabe Vincent,Kevin Love,Kyle Lowry,Caleb Martin,Duncan Robinson,Cody Zeller,,,,,,
2606,PHI,2023,Tyrese Maxey,James Harden,Tobias Harris,Joel Embiid,P.J. Tucker,De'Anthony Melton,Paul Reed,Danuel House Jr.,Jaden Springer,Furkan Korkmaz,Shake Milton,Georges Niang,,,
2607,BOS,2023,Jayson Tatum,Jaylen Brown,Marcus Smart,Al Horford,Robert Williams,Malcolm Brogdon,Derrick White,Luke Kornet,Grant Williams,Justin Champagnie,Sam Hauser,Payton Pritchard,,,
2608,LAL,2023,Austin Reaves,Anthony Davis,LeBron James,Dennis Schröder,D'Angelo Russell,Rui Hachimura,Lonnie Walker IV,Jarred Vanderbilt,,,,,,,
2609,DEN,2023,Nikola Jokić,Jamal Murray,Kentavious Caldwell-Pope,Aaron Gordon,Michael Porter Jr.,Bruce Brown,Jeff Green,Christian Braun,,,,,,,
2610,MIA,2023,Jimmy Butler,Bam Adebayo,Gabe Vincent,Max Strus,Kevin Love,Caleb Martin,Kyle Lowry,Cody Zeller,Duncan Robinson,,,,,,
2611,BOS,2023,Jayson Tatum,Jaylen Brown,Marcus Smart,Al Horford,Robert Williams,Malcolm Brogdon,Derrick White,Payton Pritchard,,,,,,,
2612,LAL,2023,Anthony Davis,LeBron James,Austin Reaves,D'Angelo Russell,Jarred Vanderbilt,Rui Hachimura,Dennis Schröder,Lonnie Walker IV,,,,,,,
2613,DEN,2023,Jamal Murray,Nikola Jokić,Aaron Gordon,Michael Porter Jr.,Kentavious Caldwell-Pope,Bruce Brown,Jeff Green,Christian Braun,Reggie Jackson,,,,,,
2614,MIA,2023,Jimmy Butler,Gabe Vincent,Bam Adebayo,Max Strus,Kevin Love,Caleb Martin,Duncan Robinson,Kyle Lowry,Cody Zeller,,,,,,
2615,BOS,2023,Jayson Tatum,Jaylen Brown,Marcus Smart,Al Horford,Robert Williams,Malcolm Brogdon,Grant Williams,Derrick White,,,,,,,
2616,DEN,2023,Jamal Murray,Nikola Jokić,Michael Porter Jr.,Kentavious Caldwell-Pope,Aaron Gordon,Bruce Brown,Jeff Green,Christian Braun,,,,,,,
2617,LAL,2023,LeBron James,Anthony Davis,Austin Reaves,D'Angelo Russell,Jarred Vanderbilt,Rui Hachimura,Dennis Schröder,Lonnie Walker IV,,,,,,,
2618,BOS,2023,Jayson Tatum,Marcus Smart,Jaylen Brown,Derrick White,Al Horford,Grant Williams,Malcolm Brogdon,Robert Williams,Payton Pritchard,Luke Kornet,Sam Hauser,Mike Muscala,,,
2619,MIA,2023,Gabe Vincent,Jimmy Butler,Bam Adebayo,Max Strus,Kevin Love,Caleb Martin,Kyle Lowry,Duncan Robinson,Cody Zeller,Nikola Jović,Omer Yurtseven,Haywood Highsmith,,,
2620,DEN,2023,Nikola Jokić,Jamal Murray,Michael Porter Jr.,Aaron Gordon,Kentavious Caldwell-Pope,Bruce Brown,Jeff Green,,,,,,,,
2621,LAL,2023,LeBron James,Rui Hachimura,Austin Reaves,Anthony Davis,Dennis Schröder,D'Angelo Russell,Tristan Thompson,Lonnie Walker IV,,,,,,,
2622,BOS,2023,Jayson Tatum,Jaylen Brown,Marcus Smart,Derrick White,Al Horford,Grant Williams,Robert Williams,Malcolm Brogdon,Payton Pritchard,Sam Hauser,Luke Kornet,Mike Muscala,Justin Champagnie,,
2623,MIA,2023,Jimmy Butler,Max Strus,Bam Adebayo,Gabe Vincent,Kevin Love,Caleb Martin,Kyle Lowry,Cody Zeller,Duncan Robinson,Haywood Highsmith,Nikola Jović,Omer Yurtseven,,,
2624,MIA,2023,Jimmy Butler,Bam Adebayo,Kyle Lowry,Max Strus,Kevin Love,Haywood Highsmith,Caleb Martin,Duncan Robinson,Cody Zeller,Omer Yurtseven,Nikola Jović,,,,
2625,BOS,2023,Jayson Tatum,Derrick White,Jaylen Brown,Marcus Smart,Al Horford,Grant Williams,Robert Williams,Malcolm Brogdon,Payton Pritchard,Sam Hauser,Luke Kornet,Justin Champagnie,,,
2626,BOS,2023,Jayson Tatum,Marcus Smart,Derrick White,Jaylen Brown,Al Horford,Grant Williams,Robert Williams,Sam Hauser,,,,,,,
2627,MIA,2023,Jimmy Butler,Bam Adebayo,Gabe Vincent,Caleb Martin,Max Strus,Duncan Robinson,Kyle Lowry,Cody Zeller,,,,,,,
2628,MIA,2023,Caleb Martin,Jimmy Butler,Bam Adebayo,Max Strus,Gabe Vincent,Kyle Lowry,Duncan Robinson,Haywood Highsmith,,,,,,,
2629,BOS,2023,Jaylen Brown,Jayson Tatum,Derrick White,Marcus Smart,Al Horford,Grant Williams,Robert Williams,Malcolm Brogdon,Sam Hauser,Payton Pritchard,Mike Muscala,Luke Kornet,,,
2630,MIA,2023,Bam Adebayo,Jimmy Butler,Gabe Vincent,Caleb Martin,Max Strus,Kyle Lowry,Haywood Highsmith,Duncan Robinson,Cody Zeller,,,,,,
2631,DEN,2023,Jamal Murray,Michael Porter Jr.,Nikola Jokić,Kentavious Caldwell-Pope,Aaron Gordon,Bruce Brown,Jeff Green,Christian Braun,,,,,,,
2632,MIA,2023,Jimmy Butler,Bam Adebayo,Gabe Vincent,Max Strus,Kevin Love,Kyle Lowry,Caleb Martin,Duncan Robinson,Cody Zeller,Haywood Highsmith,,,,,
2633,DEN,2023,Nikola Jokić,Jamal Murray,Aaron Gordon,Kentavious Caldwell-Pope,Michael Porter Jr.,Bruce Brown,Jeff Green,Christian Braun,,,,,,,
2634,DEN,2023,Jamal Murray,Nikola Jokić,Aaron Gordon,Kentavious Caldwell-Pope,Michael Porter Jr.,Bruce Brown,Christian Braun,Jeff Green,Reggie Jackson,,,,,,
2635,MIA,2023,Bam Adebayo,Jimmy Butler,Gabe Vincent,Max Strus,Kevin Love,Caleb Martin,Kyle Lowry,Duncan Robinson,Cody Zeller,Haywood Highsmith,Nikola Jović,Omer Yurtseven,,,
2636,DEN,2023,Jamal Murray,Aaron Gordon,Nikola Jokić,Kentavious Caldwell-Pope,Michael Porter Jr.,Bruce Brown,Jeff Green,Christian Braun,,,,,,,
2637,MIA,2023,Jimmy Butler,Bam Adebayo,Max Strus,Gabe Vincent,Kevin Love,Caleb Martin,Kyle Lowry,Duncan Robinson,Cody Zeller,,,,,,
2638,MIA,2023,Bam Adebayo,Jimmy Butler,Max Strus,Gabe Vincent,Kevin Love,Kyle Lowry,Caleb Martin,Duncan Robinson,Haywood Highsmith,Cody Zeller,,,,,
2639,DEN,2023,Nikola Jokić,Jamal Murray,Kentavious Caldwell-Pope,Michael Porter Jr.,Aaron Gordon,Bruce Brown,Christian Braun,Jeff Green,DeAndre Jordan,,,,,,
2640,GSW,2022,Stephen Curry,Draymond Green,Andrew Wiggins,Jordan Poole,Kevon Looney,Damion Lee,Nemanja Bjelica,Andre Iguodala,Juan Toscano-Anderson,Otto Porter Jr.,Moses Moody,,,,
2641,LAL,2022,Anthony Davis,LeBron James,Russell Westbrook,Kent Bazemore,DeAndre Jordan,Carmelo Anthony,Rajon Rondo,Malik Monk,Dwight Howard,Avery Bradley,,,,,
2642,BRK,2022,Joe Harris,James Harden,Kevin Durant,Nic Claxton,Blake Griffin,Patty Mills,James Johnson,Jevon Carter,LaMarcus Aldridge,Paul Millsap,Cam Thomas,DeAndre' Bembry,Bruce Brown,,
2643,MIL,2022,Giannis Antetokounmpo,Khris Middleton,Brook Lopez,Grayson Allen,Jrue Holiday,Pat Connaughton,Jordan Nwora,George Hill,Thanasis Antetokounmpo,Sandro Mamukelashvili,Justin Robinson,Georgios Kalaitzakis,,,
2644,IND,2022,Malcolm Brogdon,Domantas Sabonis,Chris Duarte,Myles Turner,Justin Holiday,Torrey Craig,Jeremy Lamb,T.J. McConnell,,,,,,,
2645,CHO,2022,Gordon Hayward,Kelly Oubre Jr.,Miles Bridges,Mason Plumlee,LaMelo Ball,Cody Martin,Ish Smith,P.J. Washington,Jalen McDaniels,,,,,,
2646,CHI,2022,DeMar DeRozan,Nikola Vučević,Zach LaVine,Lonzo Ball,Patrick Williams,Alex Caruso,Javonte Green,Alize Johnson,Ayo Dosunmu,Troy Brown Jr.,,,,,
2647,DET,2022,Saddiq Bey,Jerami Grant,Frank Jackson,Isaiah Stewart,Killian Hayes,Cory Joseph,Kelly Olynyk,Josh Jackson,Trey Lyles,Hamidou Diallo,,,,,
2648,CLE,2022,Evan Mobley,Darius Garland,Lauri Markkanen,Collin Sexton,Jarrett Allen,Ricky Rubio,Isaac Okoro,Kevin Love,Cedi Osman,,,,,,
2649,MEM,2022,Ja Morant,Steven Adams,Jaren Jackson Jr.,De'Anthony Melton,Desmond Bane,Kyle Anderson,John Konchar,Ziaire Williams,Tyus Jones,Brandon Clarke,,,,,
2650,HOU,2022,Jalen Green,Christian Wood,Kevin Porter Jr.,Jae'Sean Tate,Daniel Theis,Eric Gordon,Alperen Şengün,David Nwaba,D.J. Augustin,Kenyon Martin Jr.,Armoni Brooks,Josh Christopher,Usman Garuba,,
2651,MIN,2022,Anthony Edwards,Karl-Anthony Towns,Jaden McDaniels,D'Angelo Russell,Josh Okogie,Malik Beasley,Jordan McLaughlin,Naz Reid,Taurean Prince,Jarred Vanderbilt,Jaylen Nowell,Leandro Bolmaro,Jake Layman,McKinley Wright IV,
2652,PHI,2022,Tyrese Maxey,Tobias Harris,Seth Curry,Joel Embiid,Danny Green,Matisse Thybulle,Furkan Korkmaz,Andre Drummond,Georges Niang,Isaiah Joe,Paul Reed,Charles Bassey,Aaron Henry,Jaden Springer,
2653,NOP,2022,Brandon Ingram,Nickeil Alexander-Walker,Jonas Valančiūnas,Devonte' Graham,Josh Hart,Naji Marshall,Jaxson Hayes,Trey Murphy III,Kira Lewis Jr.,Garrett Temple,Tomáš Satoranský,Herbert Jones,,,
2654,BOS,2022,Jaylen Brown,Marcus Smart,Robert Williams,Jayson Tatum,Grant Williams,Dennis Schröder,Romeo Langford,Aaron Nesmith,Payton Pritchard,,,,,,
2655,NYK,2022,RJ Barrett,Julius Randle,Evan Fournier,Kemba Walker,Mitchell Robinson,Obi Toppin,Derrick Rose,Alec Burks,Immanuel Quickley,Jericho Sims,,,,,
2656,DEN,2022,Nikola Jokić,Michael Porter Jr.,Will Barton,Aaron Gordon,Monte Morris,PJ Dozier,Facundo Campazzo,Jeff Green,JaMychal Green,Austin Rivers,,,,,
2657,PHO,2022,Chris Paul,Mikal Bridges,Deandre Ayton,Devin Booker,Jae Crowder,Cameron Johnson,Landry Shamet,JaVale McGee,Cameron Payne,Abdel Nader,,,,,
2658,SAC,2022,Harrison Barnes,De'Aaron Fox,Richaun Holmes,Tyrese Haliburton,Maurice Harkless,Buddy Hield,Davion Mitchell,Tristan Thompson,Terence Davis,,,,,,
2659,POR,2022,Damian Lillard,CJ McCollum,Norman Powell,Robert Covington,Jusuf Nurkić,Cody Zeller,Anfernee Simons,Larry Nance Jr.,Nassir Little,,,,,,
2660,ORL,2022,Franz Wagner,Jalen Suggs,Cole Anthony,Mo Bamba,Wendell Carter Jr.,Terrence Ross,R.J. Hampton,Ignas Brazdeikis,Moritz Wagner,Robin Lopez,,,,,
2661,SAS,2022,Dejounte Murray,Derrick White,Jakob Poeltl,Keldon Johnson,Doug McDermott,Lonnie Walker IV,Devin Vassell,Drew Eubanks,Keita Bates-Diop,Tre Jones,Bryn Forbes,Joshua Primo,Jock Landale,,
2662,WAS,2022,Kyle Kuzma,Bradley Beal,Kentavious Caldwell-Pope,Spencer Dinwiddie,Daniel Gafford,Montrezl Harrell,Raul Neto,Deni Avdija,Dāvis Bertāns,Aaron Holiday,,,,,
2663,TOR,2022,Fred VanVleet,OG Anunoby,Scottie Barnes,Goran Dragić,Precious Achiuwa,Gary Trent Jr.,Khem Birch,Chris Boucher,Svi Mykhailiuk,Dalano Banton,,,,,
2664,OKC,2022,Shai Gilgeous-Alexander,Darius Bazley,Luguentz Dort,Josh Giddey,Derrick Favors,Théo Maledon,Kenrich Williams,Aleksej Pokusevski,Tre Mann,Isaiah Roby,Jeremiah Robinson-Earl,Vit Krejci,,,
2665,UTA,2022,Rudy Gobert,Donovan Mitchell,Bojan Bogdanović,Royce O'Neale,Mike Conley,Jordan Clarkson,Joe Ingles,Hassan Whiteside,Eric Paschall,Jared Butler,Elijah Hughes,Malik Fitts,Miye Oni,,
2666,DAL,2022,Luka Dončić,Kristaps Porziņģis,Dorian Finney-Smith,Tim Hardaway Jr.,Dwight Powell,Jalen Brunson,Maxi Kleber,Reggie Bullock,Willie Cauley-Stein,Sterling Brown,Trey Burke,Josh Green,Frank Ntilikina,,
2667,ATL,2022,Trae Young,John Collins,De'Andre Hunter,Bogdan Bogdanović,Clint Capela,Kevin Huerter,Cam Reddish,Delon Wright,Solomon Hill,Gorgui Dieng,Jalen Johnson,Skylar Mays,Sharife Cooper,Timothé Luwawu-Cabarrot,
2668,LAC,2022,Reggie Jackson,Paul George,Eric Bledsoe,Marcus Morris,Ivica Zubac,Terance Mann,Luke Kennard,Amir Coffey,Justise Winslow,,,,,,
2669,GSW,2022,Stephen Curry,Draymond Green,Andrew Wiggins,Jordan Poole,Kevon Looney,Damion Lee,Andre Iguodala,Otto Porter Jr.,Nemanja Bjelica,Juan Toscano-Anderson,Moses Moody,,,,
2670,MIL,2022,Grayson Allen,Pat Connaughton,Khris Middleton,Giannis Antetokounmpo,George Hill,Justin Robinson,Sandro Mamukelashvili,Jordan Nwora,Thanasis Antetokounmpo,Georgios Kalaitzakis,,,,,
2671,MIA,2022,Jimmy Butler,Kyle Lowry,Duncan Robinson,Bam Adebayo,P.J. Tucker,Tyler Herro,Max Strus,Markieff Morris,Dewayne Dedmon,Gabe Vincent,Omer Yurtseven,Caleb Martin,KZ Okpala,Marcus Garrett,
2672,TOR,2022,Fred VanVleet,Scottie Barnes,OG Anunoby,Gary Trent Jr.,Precious Achiuwa,Khem Birch,Chris Boucher,Svi Mykhailiuk,Goran Dragić,Dalano Banton,Justin Champagnie,Malachi Flynn,Isaac Bonga,,
2673,BOS,2022,Jayson Tatum,Marcus Smart,Robert Williams,Jaylen Brown,Al Horford,Dennis Schröder,Josh Richardson,Romeo Langford,Payton Pritchard,Grant Williams,Enes Freedom,Juancho Hernangómez,Aaron Nesmith,,
2674,NOP,2022,Brandon Ingram,Jonas Valančiūnas,Nickeil Alexander-Walker,Devonte' Graham,Herbert Jones,Trey Murphy III,Jaxson Hayes,Naji Marshall,Kira Lewis Jr.,Garrett Temple,Tomáš Satoranský,,,,
2675,CHI,2022,Lonzo Ball,DeMar DeRozan,Zach LaVine,Nikola Vučević,Patrick Williams,Alex Caruso,Javonte Green,Troy Brown Jr.,Alize Johnson,Tony Bradley,Ayo Dosunmu,Derrick Jones Jr.,Matt Thomas,,
2676,CHO,2022,Miles Bridges,Gordon Hayward,LaMelo Ball,Terry Rozier,Mason Plumlee,Kelly Oubre Jr.,P.J. Washington,Cody Martin,Ish Smith,James Bouknight,Kai Jones,Jalen McDaniels,Nick Richards,JT Thor,
2677,CLE,2022,Collin Sexton,Lauri Markkanen,Evan Mobley,Ricky Rubio,Jarrett Allen,Isaac Okoro,Kevin Love,Cedi Osman,Kevin Pangos,Dean Wade,RJ Nembhard Jr.,Tacko Fall,Lamar Stevens,Denzel Valentine,
2678,SAS,2022,Keldon Johnson,Derrick White,Dejounte Murray,Doug McDermott,Jakob Poeltl,Lonnie Walker IV,Devin Vassell,Drew Eubanks,Bryn Forbes,Thaddeus Young,Tre Jones,,,,
2679,DEN,2022,Nikola Jokić,Will Barton,Aaron Gordon,Monte Morris,Michael Porter Jr.,PJ Dozier,Facundo Campazzo,Jeff Green,Austin Rivers,JaMychal Green,,,,,
2680,OKC,2022,Luguentz Dort,Shai Gilgeous-Alexander,Josh Giddey,Darius Bazley,Isaiah Roby,Kenrich Williams,Jeremiah Robinson-Earl,Aleksej Pokusevski,Théo Maledon,Ty Jerome,Tre Mann,Mike Muscala,Derrick Favors,Gabriel Deck,Vit Krejci
2681,HOU,2022,Christian Wood,Kevin Porter Jr.,Jae'Sean Tate,Jalen Green,Daniel Theis,Eric Gordon,Alperen Şengün,David Nwaba,Danuel House Jr.,D.J. Augustin,Armoni Brooks,Josh Christopher,Usman Garuba,Kenyon Martin Jr.,
2682,PHO,2022,Mikal Bridges,Jae Crowder,Devin Booker,Deandre Ayton,Chris Paul,Cameron Johnson,Cameron Payne,Landry Shamet,JaVale McGee,Abdel Nader,,,,,
2683,LAL,2022,Anthony Davis,LeBron James,Russell Westbrook,Kent Bazemore,DeAndre Jordan,Carmelo Anthony,Avery Bradley,Malik Monk,Rajon Rondo,Austin Reaves,Dwight Howard,,,,
2684,NYK,2022,Julius Randle,Mitchell Robinson,Evan Fournier,RJ Barrett,Kemba Walker,Derrick Rose,Obi Toppin,Immanuel Quickley,Alec Burks,Jericho Sims,Quentin Grimes,Kevin Knox,Miles McBride,,
2685,ORL,2022,Mo Bamba,Franz Wagner,Jalen Suggs,Cole Anthony,Wendell Carter Jr.,Terrence Ross,R.J. Hampton,Moritz Wagner,Robin Lopez,Ignas Brazdeikis,,,,,
2686,BRK,2022,James Harden,Kevin Durant,Joe Harris,Blake Griffin,Nic Claxton,Patty Mills,Jevon Carter,LaMarcus Aldridge,Paul Millsap,James Johnson,,,,,
2687,PHI,2022,Tobias Harris,Tyrese Maxey,Seth Curry,Joel Embiid,Danny Green,Matisse Thybulle,Furkan Korkmaz,Andre Drummond,Georges Niang,Isaiah Joe,,,,,
2688,UTA,2022,Donovan Mitchell,Bojan Bogdanović,Royce O'Neale,Rudy Gobert,Mike Conley,Jordan Clarkson,Hassan Whiteside,Eric Paschall,Trent Forrest,Joe Ingles,Miye Oni,Jared Butler,,,
2689,SAC,2022,Harrison Barnes,De'Aaron Fox,Tyrese Haliburton,Terence Davis,Richaun Holmes,Davion Mitchell,Buddy Hield,Alex Len,Marvin Bagley III,Tristan Thompson,,,,,
2690,IND,2022,Chris Duarte,Malcolm Brogdon,Myles Turner,Domantas Sabonis,Justin Holiday,Jeremy Lamb,T.J. McConnell,Torrey Craig,Oshae Brissett,Brad Wanamaker,,,,,
2691,WAS,2022,Kyle Kuzma,Kentavious Caldwell-Pope,Spencer Dinwiddie,Aaron Holiday,Daniel Gafford,Montrezl Harrell,Raul Neto,Dāvis Bertāns,Deni Avdija,Corey Kispert,,,,,
2692,DET,2022,Saddiq Bey,Jerami Grant,Isaiah Stewart,Frank Jackson,Killian Hayes,Cory Joseph,Trey Lyles,Kelly Olynyk,Josh Jackson,Hamidou Diallo,Saben Lee,Luka Garza,Rodney McGruder,Jamorko Pickett,
2693,CHI,2022,Lonzo Ball,DeMar DeRozan,Nikola Vučević,Zach LaVine,Patrick Williams,Alex Caruso,Javonte Green,Ayo Dosunmu,Troy Brown Jr.,Alize Johnson,,,,,
2694,ATL,2022,Trae Young,De'Andre Hunter,Clint Capela,Bogdan Bogdanović,John Collins,Cam Reddish,Kevin Huerter,Gorgui Dieng,Solomon Hill,Delon Wright,,,,,
2695,CLE,2022,Evan Mobley,Ricky Rubio,Jarrett Allen,Lauri Markkanen,Collin Sexton,Isaac Okoro,Kevin Love,Cedi Osman,,,,,,,
2696,MIA,2022,Jimmy Butler,Bam Adebayo,Duncan Robinson,P.J. Tucker,Gabe Vincent,Tyler Herro,Markieff Morris,Max Strus,Dewayne Dedmon,,,,,,
2697,IND,2022,Domantas Sabonis,Chris Duarte,Malcolm Brogdon,Justin Holiday,Myles Turner,Oshae Brissett,T.J. McConnell,Jeremy Lamb,Torrey Craig,Isaiah Jackson,,,,,
2698,MEM,2022,Ja Morant,De'Anthony Melton,Jaren Jackson Jr.,Desmond Bane,Steven Adams,Brandon Clarke,Kyle Anderson,John Konchar,Ziaire Williams,Tyus Jones,,,,,
2699,LAC,2022,Reggie Jackson,Paul George,Eric Bledsoe,Marcus Morris,Ivica Zubac,Terance Mann,Nicolas Batum,Luke Kennard,Isaiah Hartenstein,,,,,,
2700,NOP,2022,Brandon Ingram,Jonas Valančiūnas,Nickeil Alexander-Walker,Devonte' Graham,Herbert Jones,Trey Murphy III,Garrett Temple,Jaxson Hayes,Kira Lewis Jr.,Naji Marshall,,,,,
2701,MIN,2022,Anthony Edwards,D'Angelo Russell,Karl-Anthony Towns,Jaden McDaniels,Josh Okogie,Patrick Beverley,Naz Reid,Malik Beasley,Taurean Prince,Jarred Vanderbilt,Jordan McLaughlin,,,,
2702,PHO,2022,Devin Booker,Deandre Ayton,Mikal Bridges,Chris Paul,Jae Crowder,Elfrid Payton,Abdel Nader,Landry Shamet,Cameron Johnson,JaVale McGee,Jalen Smith,Frank Kaminsky,Chandler Hutchison,,
2703,POR,2022,CJ McCollum,Robert Covington,Jusuf Nurkić,Damian Lillard,Norman Powell,Nassir Little,Anfernee Simons,Larry Nance Jr.,Dennis Smith Jr.,Cody Zeller,CJ Elleby,Ben McLemore,Greg Brown III,,
2704,MIL,2022,Pat Connaughton,Khris Middleton,Giannis Antetokounmpo,Grayson Allen,Jrue Holiday,George Hill,Thanasis Antetokounmpo,Jordan Nwora,Justin Robinson,Sandro Mamukelashvili,,,,,
2705,SAS,2022,Jakob Poeltl,Dejounte Murray,Doug McDermott,Derrick White,Keldon Johnson,Lonnie Walker IV,Devin Vassell,Bryn Forbes,Drew Eubanks,Tre Jones,,,,,
2706,DAL,2022,Luka Dončić,Tim Hardaway Jr.,Dorian Finney-Smith,Kristaps Porziņģis,Dwight Powell,Jalen Brunson,Maxi Kleber,Reggie Bullock,Sterling Brown,Willie Cauley-Stein,,,,,
2707,TOR,2022,Fred VanVleet,Gary Trent Jr.,Precious Achiuwa,OG Anunoby,Scottie Barnes,Svi Mykhailiuk,Khem Birch,Goran Dragić,Dalano Banton,Chris Boucher,Isaac Bonga,,,,
2708,CHO,2022,Miles Bridges,Gordon Hayward,Mason Plumlee,LaMelo Ball,Kelly Oubre Jr.,Cody Martin,P.J. Washington,Ish Smith,Jalen McDaniels,,,,,,
2709,BRK,2022,Kevin Durant,James Harden,Joe Harris,Jevon Carter,Nic Claxton,Patty Mills,Bruce Brown,LaMarcus Aldridge,Paul Millsap,James Johnson,DeAndre' Bembry,Day'Ron Sharpe,Cam Thomas,,
2710,BOS,2022,Jayson Tatum,Marcus Smart,Dennis Schröder,Al Horford,Robert Williams,Grant Williams,Josh Richardson,Payton Pritchard,Aaron Nesmith,,,,,,
2711,HOU,2022,Kevin Porter Jr.,Jalen Green,Christian Wood,Jae'Sean Tate,Daniel Theis,Eric Gordon,Alperen Şengün,Danuel House Jr.,D.J. Augustin,David Nwaba,,,,,
2712,MEM,2022,Ja Morant,Steven Adams,Desmond Bane,De'Anthony Melton,Jaren Jackson Jr.,Xavier Tillman Sr.,Kyle Anderson,Ziaire Williams,Brandon Clarke,Tyus Jones,,,,,
2713,LAL,2022,LeBron James,Russell Westbrook,Anthony Davis,Kent Bazemore,DeAndre Jordan,Carmelo Anthony,Malik Monk,Austin Reaves,Dwight Howard,Avery Bradley,,,,,
2714,ORL,2022,Franz Wagner,Cole Anthony,Mo Bamba,Wendell Carter Jr.,Jalen Suggs,Terrence Ross,R.J. Hampton,Robin Lopez,Moritz Wagner,Ignas Brazdeikis,,,,,
2715,NYK,2022,Julius Randle,Mitchell Robinson,RJ Barrett,Evan Fournier,Kemba Walker,Derrick Rose,Alec Burks,Obi Toppin,Immanuel Quickley,Taj Gibson,,,,,
2716,PHI,2022,Seth Curry,Tyrese Maxey,Joel Embiid,Tobias Harris,Danny Green,Georges Niang,Matisse Thybulle,Furkan Korkmaz,Isaiah Joe,Paul Reed,,,,,
2717,OKC,2022,Shai Gilgeous-Alexander,Luguentz Dort,Josh Giddey,Darius Bazley,Derrick Favors,Kenrich Williams,Mike Muscala,Jeremiah Robinson-Earl,Théo Maledon,Tre Mann,Aleksej Pokusevski,,,,
2718,GSW,2022,Stephen Curry,Draymond Green,Jordan Poole,Andrew Wiggins,Kevon Looney,Otto Porter Jr.,Damion Lee,Gary Payton II,Juan Toscano-Anderson,Nemanja Bjelica,,,,,
2719,SAC,2022,Harrison Barnes,De'Aaron Fox,Richaun Holmes,Tyrese Haliburton,Maurice Harkless,Davion Mitchell,Buddy Hield,Tristan Thompson,Terence Davis,,,,,,
2720,DET,2022,Saddiq Bey,Josh Jackson,Kelly Olynyk,Isaiah Stewart,Killian Hayes,Trey Lyles,Cory Joseph,Frank Jackson,Luka Garza,Hamidou Diallo,Saben Lee,Rodney McGruder,Jamorko Pickett,,
2721,ATL,2022,Trae Young,Kevin Huerter,Clint Capela,Bogdan Bogdanović,John Collins,Cam Reddish,Delon Wright,Lou Williams,Gorgui Dieng,Solomon Hill,Jalen Johnson,Sharife Cooper,Timothé Luwawu-Cabarrot,Skylar Mays,
2722,WAS,2022,Bradley Beal,Kyle Kuzma,Spencer Dinwiddie,Kentavious Caldwell-Pope,Daniel Gafford,Montrezl Harrell,Dāvis Bertāns,Deni Avdija,Aaron Holiday,Raul Neto,Isaiah Todd,Corey Kispert,Joel Ayayi,,
2723,BRK,2022,Kevin Durant,James Harden,Joe Harris,Bruce Brown,Blake Griffin,Patty Mills,DeAndre' Bembry,Nic Claxton,Jevon Carter,Paul Millsap,James Johnson,Day'Ron Sharpe,Cam Thomas,,
2724,BOS,2022,Jayson Tatum,Marcus Smart,Jaylen Brown,Dennis Schröder,Robert Williams,Grant Williams,Jabari Parker,Josh Richardson,Payton Pritchard,Juancho Hernangómez,,,,,
2725,CHO,2022,Kelly Oubre Jr.,Miles Bridges,Gordon Hayward,Mason Plumlee,LaMelo Ball,Ish Smith,Jalen McDaniels,Cody Martin,Nick Richards,,,,,,
2726,CLE,2022,Jarrett Allen,Darius Garland,Lauri Markkanen,Evan Mobley,Collin Sexton,Isaac Okoro,Ricky Rubio,Kevin Love,Cedi Osman,Kevin Pangos,Lamar Stevens,Denzel Valentine,Dean Wade,Dylan Windler,
2727,DEN,2022,Nikola Jokić,Will Barton,Aaron Gordon,Michael Porter Jr.,Monte Morris,Jeff Green,Facundo Campazzo,Austin Rivers,Bones Hyland,JaMychal Green,PJ Dozier,Zeke Nnaji,Bol Bol,Petr Cornelie,Markus Howard
2728,MIL,2022,Giannis Antetokounmpo,Khris Middleton,Grayson Allen,George Hill,Thanasis Antetokounmpo,Pat Connaughton,Jordan Nwora,Justin Robinson,Rodney Hood,Sandro Mamukelashvili,,,,,
2729,IND,2022,Justin Holiday,Domantas Sabonis,Malcolm Brogdon,Chris Duarte,Myles Turner,Oshae Brissett,T.J. McConnell,Goga Bitadze,Jeremy Lamb,Torrey Craig,,,,,
2730,POR,2022,CJ McCollum,Nassir Little,Damian Lillard,Robert Covington,Jusuf Nurkić,Anfernee Simons,Dennis Smith Jr.,Larry Nance Jr.,Cody Zeller,Ben McLemore,Greg Brown III,CJ Elleby,,,
2731,LAC,2022,Reggie Jackson,Paul George,Ivica Zubac,Eric Bledsoe,Nicolas Batum,Terance Mann,Luke Kennard,Justise Winslow,Isaiah Hartenstein,Amir Coffey,Jay Scrubb,Brandon Boston Jr.,,,
